text	label
There are many other reasons to be against nuclear power : the cost overruns , the fact that no country has a fully developed or workable plan — or in most cases any plan — for what to do with the nuclear waste that is piling up alongside the nuclear reactors .	1
These achievements would have not been possible without the stellar work of the Education Roundtable.	0
And once you learn how to take advantage of these loopholes , you could retire confidently with the peace of mind we 're all after .	0
But many other views fall logically and inevitably from this one .	0
Anyone who understands the biblical role of government and deals honestly with the Bible 's portrayal of human life ( inside and outside the womb ) should recognize that biblically speaking , the government must protect innocent human life .	1
What those women — and their unborn children — need are Christians with the courage and faith not to repeat the political folly of the last forty years .	1
Fortunately , Australian cities are not as infested with the gang mentality one can see in many US cities .	0
55 % of African-Americans oppose capital punishment , and 39 % favor its use .	0
“ The typical worker who would be affected by an increase in the minimum wage to $ 10.10 per hour by 2015 looks nothing like the part-time , teen stereotype : She is in her early thirties , works full-time , and may have a family to support . ”	1
"September 12 , 2007 : "" Here 's the reality : The U.S. needs more energy , and we need to get it without further harming our environment ."	1
But barring a decision by the American people and their legislators to remove the right to bear arms from the Constitution , arguing for applying the Canadian approach in the U.S. is useless .	1
Whether it was green hair , huge platforms or in my case , a shiny stud in my nose , no one gave anyone else a second glance over what they were wearing .	1
In the spring of 2000, students in grades 3, 5, 8, and 10 will take challenging tests -- called assessments -- in reading, writing, and math.	1
